longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;<1H OCEAN;INLAND;NEAR BAY;NEAR OCEAN
-1.091750144958496;0.9305807948112488;-1.817687749862671;0.19520306587219238;-0.041953716427087784;-0.1741848886013031;-0.07764188200235367;1.724289059638977;0;1;0;0
-1.1615183353424072;1.0975881814956665;1.839202880859375;0.1762121468782425;0.366623193025589;0.3593731224536896;0.2912587523460388;-1.0633424520492554;0;1;0;0
0.15910208225250244;0.039877407252788544;0.6202393174171448;-0.4648471772670746;-0.221154123544693;0.20705373585224152;-0.21202713251113892;-1.3738240003585815;0;1;0;0
0.8866883516311646;-0.827630877494812;-0.923781156539917;2.7608301639556885;1.948365330696106;2.1123664379119873;2.156841993331909;1.5407066345214844;1;0;0;0
0.6026306748390198;-0.6884587407112122;0.6202393174171448;-0.17071953415870667;0.1659187376499176;0.4500603675842285;0.2675437033176422;-0.5048075914382935;1;0;0;0
0.8019703030586243;-0.9064962863922119;-0.7612526416778564;0.7996701598167419;0.7489174008369446;0.7221221327781677;0.8182597160339355;1.2134369611740112;1;0;0;0
0.6574491858482361;-0.8229926228523254;0.6202393174171448;-1.0169734954833984;-1.1099880933761597;-1.0167838335037231;-1.1079286336898804;0.14730578660964966;1;0;0;0
0.6275495886802673;-0.7812407612800598;1.9204671382904053;-0.35414403676986694;-0.26177287101745605;-0.3176996409893036;-0.40701746940612793;-1.065512776374817;1;0;0;0
1.3053019046783447;-1.3193745613098145;-0.8425168991088867;0.20215097069740295;0.13485734164714813;-0.22701239585876465;0.25700369477272034;0.08500521630048752;1;0;0;0
0.6275495886802673;-0.897217869758606;0.3764466345310211;-0.1558973491191864;-0.4051331877708435;-0.22701239585876465;-0.2884422540664673;1.1388168334960938;0;0;0;1
-0.9422444701194763;1.3295423984527588;0.701503574848175;0.06643536686897278;0.12529999017715454;-0.22701239585876465;0.1542385220527649;-1.1927311420440674;0;1;0;0
-1.2462364435195923;1.046557903289795;-0.19240304827690125;0.5884540677070618;0.48609012365341187;0.18152044713497162;0.49151912331581116;0.48638424277305603;0;0;1;0
1.235533595085144;-1.4353516101837158;-0.923781156539917;-0.9993721842765808;-1.0813159942626953;-0.9384230375289917;-1.0815786123275757;0.9438083171844482;0;0;0;1
0.7969857454299927;-0.8925778269767761;-0.8425168991088867;0.0983956977725029;0.008222391828894615;0.014233280904591084;-0.011766768991947174;-0.044830288738012314;1;0;0;0
-0.46383175253868103;0.7914085984230042;-0.8425168991088867;2.7812106609344482;2.7296791076660156;3.416325807571411;3.0211234092712402;-0.8094165921211243;0;1;0;0
-1.809367299079895;1.621805191040039;-1.1675738096237183;-0.3212573230266571;-0.1231912299990654;-0.20059864223003387;-0.08027689158916473;-1.1977100372314453;1;0;0;0
-0.9522135257720947;1.3388206958770752;1.9204671382904053;-0.2615053951740265;-0.4242478907108307;-0.5386947989463806;-0.32269731163978577;0.461936354637146;0;1;0;0
-1.4106919765472412;0.9027474522590637;0.5389751195907593;-0.23973530530929565;0.03211577609181404;-0.3044927716255188;0.12525346875190735;-0.3232678472995758;0;0;0;1
1.2255644798278809;-1.3518480062484741;0.051389675587415695;-0.21981801092624664;0.29255369305610657;0.3426443934440613;0.2780837416648865;-1.2636491060256958;0;0;0;1
0.1292024701833725;0.3043051064014435;1.2703531980514526;-0.2638213634490967;-0.5437148213386536;-0.5563039779663086;-0.4254625141620636;0.23016032576560974;0;1;0;0
0.612599790096283;-0.7023754119873047;-1.0050454139709473;-0.4704055190086365;-0.37885046005249023;-0.7024601101875305;-0.40438246726989746;0.2681408226490021;1;0;0;0
-0.9970629215240479;0.6244012713432312;1.2703531980514526;-0.5343261361122131;-0.34062105417251587;-0.31417781114578247;-0.370127409696579;-1.0256174802780151;0;1;0;0
0.727217435836792;-0.8508259654045105;0.701503574848175;-0.6265016198158264;-0.7969847321510315;-0.22701239585876465;-0.8128081560134888;0.4789796769618988;1;0;0;0
-1.2611862421035767;0.9213042259216309;0.21391813457012177;-0.3726717531681061;-0.4983173906803131;-0.5519016981124878;-0.47025758028030396;0.49372491240501404;0;0;1;0
-0.8326075077056885;1.4455194473266602;-1.411366581916809;-0.34765931963920593;-0.43858394026756287;-0.329145610332489;-0.33850735425949097;-0.08964071422815323;0;1;0;0
-1.091750144958496;0.5130642652511597;0.051389675587415695;-0.4602152705192566;-0.07779379934072495;0.535464882850647;0.0014082541456446052;-0.8495035171508789;1;0;0;0
-0.7130052447319031;0.9259424805641174;1.1890889406204224;-0.26057901978492737;-0.4887600541114807;-0.48234543204307556;-0.4096524715423584;0.20118041336536407;0;1;0;0
0.7072831392288208;-0.7162938714027405;1.9204671382904053;-0.5019026398658752;-0.45769864320755005;-0.6144142150878906;-0.5308626890182495;-0.17070813477039337;1;0;0;0
0.7920011878013611;-0.9064962863922119;-0.354931503534317;0.3837226927280426;0.029726438224315643;0.1568675935268402;0.03829832002520561;1.285120964050293;1;0;0;0
1.1458309888839722;-1.3054578304290771;-0.19240304827690125;-0.5690656304359436;-0.24026882648468018;-0.22701239585876465;-0.6046428084373474;0.4824267327785492;0;0;0;1
-1.3508888483047485;1.2182053327560425;-0.4361957311630249;-0.557485818862915;-0.35256773233413696;-0.27367672324180603;-0.24101217091083527;-0.9144850373268127;0;0;1;0
-0.23459255695343018;0.49914756417274475;-1.1675738096237183;0.26885077357292175;0.464586079120636;0.7705473303794861;0.5890142917633057;-1.3101191520690918;0;1;0;0
-0.7628391981124878;1.6171668767929077;-1.4926308393478394;-0.8900585174560547;-0.9379557371139526;-0.9410644173622131;-0.9419233798980713;0.23239445686340332;0;1;0;0
0.8717385530471802;-0.9296913146972656;-1.0863096714019775;-0.06557468324899673;-0.2115967571735382;-0.329145610332489;-0.2620922029018402;1.8048455715179443;1;0;0;0
-0.88742595911026;1.3712941408157349;-0.029874563217163086;0.7288016080856323;0.6222824454307556;0.5363453030586243;0.8762298226356506;-0.15277116000652313;0;1;0;0
-0.8625109195709229;1.3898509740829468;0.29518237709999084;0.1451781988143921;-0.10407651960849762;-0.11519414931535721;-0.11453195661306381;-0.22368910908699036;0;1;0;0
