Id,Price
4567,161492.6925404663
5925,114648.20573708112
960,146333.33816651185
3848,113354.64011055863
746,174592.96867336033
868,287222.1768772474
672,121321.7147810057
2471,200284.61093262216
4510,130859.54359411715
8354,263055.0522503237
6393,173307.00240384784
13270,238527.39317982836
5250,294617.24045678525
16751,174502.45557545347
11404,135850.2964191013
10588,340189.3674138071
14925,200576.87681990475
6791,194009.36885120007
16097,188449.49440125845
16428,377217.7066172203
6945,344697.93907579454
3190,188139.35070005388
15709,448268.9591941539
13155,148558.97574179483
7675,190407.38832259036
14686,234240.31249677195
609,150678.79124149695
11155,148916.86440236119
10869,200504.41099252476
15742,185162.54362760772
9245,177390.36588277287
3340,160788.19871591593
2359,279534.87227450224
8070,198892.36774389847
13707,121450.9949967918
16079,248762.06702666337
15937,280355.5939286174
14090,176240.5756227738
9008,205110.7952642069
16384,166536.6179374258
11657,234461.4422758313
13151,137501.67104073014
8990,151037.2400115913
11857,188272.73963824386
1565,163654.22382410258
8174,105431.45271245236
9247,238832.7073813501
10478,216345.3791596837
15509,140328.78391155772
8306,268988.9482371184
6642,178271.68681980687
7472,216330.77052556298
15989,131970.4600526831
13682,133580.35175347168
163,239881.07761487874
7076,180926.14361898767
7478,312737.0934832439
3029,183768.6172711706
1814,141854.998744005
10057,126984.42400081958
15100,188799.5487897796
12694,226972.6087207972
6291,179936.07894597383
12603,183751.6329407973
3218,233278.49550369516
13456,128991.05252538629
10170,222950.68061917785
4530,177523.4991971561
13329,159016.94280412924
4820,144362.47092240475
10896,168872.80629629668
13416,116679.73165892206
2701,207105.92601056045
11265,366532.9040871282
9189,262908.40287482325
1858,197975.0371302269
14536,236138.92735557051
6199,283441.9598654202
14730,163531.93277614695
7510,261354.68535680752
15505,167208.99215762035
7446,173311.4482059112
14016,198417.36451801055
14113,111313.23440544443
8721,301290.91040334135
6193,308530.50305955927
5717,178228.4985994379
5427,301969.13759728667
9520,502370.8250097318
6869,105087.57761485637
1658,156811.00812467042
6639,210557.48263841728
6283,194938.89636013325
6257,127569.05911457472
15235,178224.9738980508
902,227874.2915315884
8932,191761.5558326038
16469,392607.22019383265
2825,249696.9593895726
6450,420518.37221965083
11366,184314.01076382323
3801,372702.9055498483
11385,205103.3052137491
1079,191580.54604252466
3202,222417.23454534728
676,232669.67437746126
6185,307522.90609343024
7730,167835.48470848645
2573,182684.6098488749
10978,204595.69292343748
10962,255037.87072203017
8870,203917.03879933566
8496,184804.14401991636
5517,150643.425701716
927,181232.77810214146
13675,196276.65717537535
1499,220593.6732267534
15536,342947.0116216695
8602,354998.9199132863
12137,365450.3059747248
9865,261083.96491228577
16353,283376.3674287474
15908,217068.97610779948
3944,189803.33479723695
10359,206239.01056474482
15158,217066.1283388763
3259,251615.44967703972
7220,323247.4913662527
13843,213729.12591743644
16736,181381.6948895803
702,264160.7927676089
16401,202384.11816899868
12134,178261.42613228373
6918,214534.29815652035
11792,121241.7758725529
3798,141868.79159669043
10395,133108.0548529947
11099,145563.56050422593
7090,181941.1527596513
11260,205221.60617010077
9647,203995.55440299935
2903,376030.77785120835
2071,188448.23575293575
8604,178631.40718420607
9346,214864.84935331633
