Id,Price
4567,161786.66719854058
5925,118044.9006756096
960,161002.1326773296
3848,124159.44569260793
746,192611.47532686754
868,339374.6425744074
672,115650.28475368804
2471,199075.539639677
4510,123367.34486537533
8354,245985.13690592133
6393,174143.57183041985
13270,258354.10621752887
5250,330053.72079643555
16751,196415.06482333445
11404,137512.620398194
10588,302618.36811695236
14925,205932.1799125469
6791,200284.12207094987
16097,204183.31998161497
16428,371134.38077307754
6945,312070.3904080983
3190,219493.32033728642
15709,445784.8747392435
13155,160286.63270187375
7675,203996.7061016391
14686,227262.7709149381
609,170102.06611483326
11155,169531.10562590903
10869,193561.37384796733
15742,190028.11722947075
9245,187026.3627420042
3340,171237.09753068292
2359,253560.27784666696
8070,211807.98711185314
13707,120258.37953969889
16079,272018.02323921473
15937,288605.02043861547
14090,169620.61015588502
9008,196853.94693881797
16384,157452.08738887572
11657,234968.6387517169
13151,171565.21579068227
8990,153068.5078524382
11857,184186.20979244317
1565,161279.77356534053
8174,108453.19558816271
9247,247586.87729331516
10478,217553.34193462573
15509,143369.24721446374
8306,264079.9319179971
6642,177496.88080649113
7472,201535.96347747184
15989,131651.25699160722
13682,134327.95179209716
163,226667.66538971354
7076,190987.16566657057
7478,288165.15244026796
3029,188313.5338276999
1814,137011.008338448
10057,123974.13273375589
15100,210199.34925694487
12694,225723.0826224883
6291,170636.2133127046
12603,172686.7222035899
3218,208806.4727809496
13456,121216.94394036605
10170,217888.5323438774
4530,173445.0388567405
13329,197644.04936741645
4820,152112.96125946235
10896,174722.22453902374
13416,120625.49040076745
2701,210955.69791491044
11265,340877.5304481883
9189,256442.915050612
1858,186313.9967426717
14536,231231.7557271054
6199,302599.49434658623
14730,156859.4689424531
7510,257551.8414413803
15505,163973.34893225806
7446,176941.71150260075
14016,199782.22366467924
14113,107025.353659505
8721,310183.9223656411
6193,312040.7867188141
5717,183187.42999841506
5427,314051.1892941875
9520,431205.9117065147
6869,103038.66902618074
1658,149117.6572213601
6639,263553.49136114627
6283,196135.15740989763
6257,127614.10442752791
15235,187658.769825008
902,267635.255773235
8932,182517.15439140477
16469,409860.7520260052
2825,263831.53280961554
6450,411160.9912148403
11366,176435.91396011043
3801,327668.87007826444
11385,186074.3137877816
1079,201597.0375618622
3202,231114.3561361648
676,203569.72327888245
6185,253188.11783627648
7730,155454.24905976592
2573,180876.88831158652
10978,196010.96553529505
10962,269666.97960291547
8870,192530.25483782924
8496,171288.4373232716
5517,148253.21151122486
927,179326.37757834842
13675,194503.3254327696
1499,226915.69679599017
15536,326189.7502206835
8602,332551.99305024865
12137,424880.8197568425
9865,251554.91034207388
16353,249639.27602682365
15908,200333.85267417625
3944,183456.64637386941
10359,196620.38552832062
15158,199838.62417715273
3259,235506.87849694153
7220,320270.9949567693
13843,210581.69828655873
16736,187813.34614965273
702,258784.83099995358
16401,262120.07237575104
12134,180104.88388673586
6918,231272.32548904137
11792,133097.5578271382
3798,131683.20503348447
10395,136338.6334293658
11099,146905.50709462073
7090,199827.94745867254
11260,187609.5348317373
9647,201505.56106186207
2903,375339.2917646287
2071,186274.91093874446
8604,187662.54692274402
9346,211865.80803981723
3945,212296.44887152227
3420,141469.498375224
10842,122399.76147627893
725,150833.47182755923
13931,180948.57523522733
16330,244134.92728647654
9066,403428.54543414613
3326,295373.878988004
1556,279949.1122245971
6579,110189.11857413304
13877,134470.10104005825
9857,346389.5036487639
7302,281504.4013564977
5684,183076.70833809912
6513,229958.32210228045
11342,113774.24916087283
16561,220987.22901005813
6885,171316.44500990538
9308,171088.05974476557
2559,215943.1486704282
6648,177866.77476733483
15260,157615.61680618132
5113,185119.17359680042
16492,180903.73711956295
12034,251234.1394136231
7248,210177.6832835745
2171,206652.00418050922
10594,184143.1027692823
13241,201449.0830222475
7032,145797.81870217618
4884,167694.1063972366
903,213865.91237026555
162,168839.5267227854
6566,286251.4384916347
8249,144673.52592701916
13106,154420.23089563398
256,125505.32431377347
7976,192385.05910430514
8575,181889.5504194262
7591,278923.03033234505
3204,227846.08938929017
15804,172856.5087649203
1525,324108.1502117512
9038,195143.8624159752
13628,199080.77241861986
10016,200532.81164888106
10208,213974.70302932302
2008,193629.50707853187
13029,194433.3275565917
5099,128178.24928041306
9923,290092.7751702971
9461,120511.7484582989
11086,186041.82364791035
15057,266164.4003784918
10689,180027.6497823403
2053,200043.51373500135
16630,155835.86321116716
4985,186728.8535043246
13881,329965.18533783976
13225,183170.41773366844
5779,75979.05701707424
10262,190825.57580884927
10762,229442.14100720428
9513,183537.29022824622
11128,170176.04957370655
2074,304158.69259326236
933,190360.70309100195
2780,182687.47360846892
6594,132798.1943506667
15394,277080.5078901233
14863,137774.7134425614
6698,210047.02066183492
1611,267707.6957164352
174,184065.42865225044
5160,190931.62524204561
3295,320716.8163760149
4559,392229.82027699053
8254,164645.25797666813
10228,103922.36056746935
