Id,Price
4567,167733.34995733356
5925,122872.07233373469
960,155088.07192392624
3848,125586.19267905508
746,197896.81221530095
868,331450.9443353852
672,115112.82277019763
2471,194834.22126058393
4510,125715.50143696163
8354,257382.61852159142
6393,171887.1937986563
13270,253380.69275744882
5250,291543.57761269563
16751,180185.98339743802
11404,133727.15357495303
10588,329263.3693704562
14925,203185.4583742772
6791,198035.74123406247
16097,190094.3456625589
16428,357617.17409152514
6945,319463.11909957853
3190,205122.4483146089
15709,455984.9436137987
13155,150684.4618042305
7675,197087.89901490888
14686,220768.19465616005
609,172546.4488312051
11155,172421.90745225843
10869,191322.18747048447
15742,192814.08476362677
9245,175679.04005459652
3340,177265.5576288999
2359,270185.450117071
8070,198785.43100890802
13707,121301.9517677511
16079,269977.59962433745
15937,296460.8422397923
14090,166905.5353471698
9008,207908.4958207134
16384,169901.29408524735
11657,222988.2227513896
13151,152056.29437415692
8990,146810.32949775632
11857,182281.33325948115
1565,159850.44348312952
8174,110461.27675074874
9247,251543.88922643362
10478,214623.61269351715
15509,145210.34511610412
8306,261667.64587723525
6642,175801.52314521983
7472,202273.5377408608
15989,131661.3347054802
13682,135068.15824052476
163,247190.2981814033
7076,190412.28927822324
7478,298318.41271814506
3029,187283.11060588903
1814,136381.70120667937
10057,121372.62798660187
15100,189966.54869967492
12694,226102.41720903345
6291,176608.51404933626
12603,183984.46254043677
3218,211429.48246653477
13456,123853.48538568453
10170,221591.02100018182
4530,175002.34880792678
13329,164592.12920495242
4820,157631.9805783358
10896,179311.56065617615
13416,115788.96925897358
2701,205022.15379009474
11265,347139.09881263063
9189,248408.55436159103
1858,182943.59377640137
14536,225235.06500098918
6199,312377.7383427635
14730,146860.9947297639
7510,256991.776666702
15505,160362.4242018206
7446,178882.24580263894
14016,206560.2144625935
14113,106445.75879181788
8721,281350.64481985674
6193,304940.20082266856
5717,180244.2384984158
5427,293809.38155354833
9520,450659.17336658115
6869,102187.86171598786
1658,156709.0092682182
6639,249243.74469668433
6283,197870.4145547964
6257,127596.06890312301
15235,183875.42927050797
902,265102.61078171607
8932,187951.93660974418
16469,389446.3504059077
2825,259793.48870837444
6450,413710.66170137265
11366,180685.13027862264
3801,363496.9669947481
11385,196118.1540689207
1079,198878.17141771043
3202,228299.09430933342
676,221201.52923985952
6185,266828.76533536584
7730,165175.57536005002
2573,178741.57195503914
10978,190860.99763452978
10962,281711.521216632
8870,197531.3023080496
8496,181329.44151708117
5517,152183.87200005542
927,181200.41246641544
13675,197660.75873807998
1499,228644.0282595549
15536,320546.8894836134
8602,355175.7695460455
12137,423615.80348348734
9865,246370.9704397951
16353,268531.69018437
15908,206708.0816959086
3944,181154.7790987039
10359,199980.64594013695
15158,206772.62579628688
3259,230836.32624449997
7220,322144.7372221437
13843,216950.93302212987
16736,195964.97455149997
702,262537.70556456764
16401,202204.5373121991
12134,175867.58463288902
6918,213399.70479634413
11792,130563.4346638234
3798,149702.07626492702
10395,135096.3005962162
11099,145423.25652699562
7090,192575.3339519479
11260,198306.08662134229
9647,201823.52754202305
2903,387938.18390007986
2071,186227.28289944626
8604,190383.5713735254
9346,212169.5907201685
3945,208050.63191967818
3420,133720.29143016745
10842,126010.46008587143
725,150869.05787235452
13931,189535.05591881296
16330,243747.82943046195
9066,416407.6615172531
3326,277581.4002220164
1556,282025.2027245167
6579,103502.62223062379
13877,136192.5861967216
9857,347078.24360091717
7302,281440.3760254286
5684,192559.69191627007
6513,234375.64171663867
11342,114060.87261113999
16561,224220.37181042644
6885,176991.4815956693
9308,171908.25097084756
2559,195532.7203999901
6648,176538.3642125317
15260,160290.6955159524
5113,183733.93730528068
16492,186606.7644468456
12034,270778.7844470514
7248,208022.32313538113
2171,216624.22426149415
10594,175692.88568952252
13241,204927.23226026967
7032,144737.20912568097
4884,164004.75595942565
903,206306.09182540732
162,165385.51037016124
6566,280367.06906904775
8249,139540.03913573816
13106,166437.31593407734
256,127210.13333242762
7976,172708.01275309845
8575,173591.05315422028
7591,275325.33550932
3204,216692.48749792375
15804,185670.74877965302
